id,title,release_date,overview,vote_average,vote_count,popularity,original_language,adult
550890,Ma fille n'épousera qu'un médium,1909-09-28,"Jenny's father, a crank and a spiritualist, wishing to obtain a medium to aid him in his researches, inserts an advertisement in the paper to the effect that he desires to marry his daughter to a medium. Jenny thereupon runs away with her lover, Reggie, and the two concoct a little plan by which they can get married. Disguised as a Turk, Reggie calls and states he is willing to marry the spiritualist's daughter. Jenny's father is distracted at the loss of his daughter, so he begs the supposed medium to trace his daughter by occult means. Needless to say this is not a difficult matter to Reggie, who after leading the spiritualist a wild-goose chase over the country, brings him back to his own home (to which Jenny has returned in the meantime) and shows him his daughter hidden away in a cupboard. Tableau of delighted father, unmasking and blessings on the young couple.",9.0,1,0.0071,fr,False
990275,Backfield in Motion,1995-01-01,,3.0,1,0.0,en,True
784539,Double Penetration For Teenagers,2013-07-31,"""He dressed me up like a whore and sodomized me!""",7.0,1,0.0,en,True
39426,A Village Affair,1995-04-17,An apparently happy wife in an English village has a relationship with a local aristocrat's daughter.,5.05,10,0.579,en,False
355913,Ninas Geschichte,2002-01-01,,1.0,1,0.2055,de,False
292522,The Wetonkawa Flash,1999-01-26,"Wetonkawa, Oklahoma has one claim to fame and his name is Harley Henson, a.k.a., ""The Wetonkawa Flash"": the greatest football player in state history. If this man hadn't suffered his debilitating knee injury, well sir, there'd be statues of him in the Football Hall of Fame. Twenty years later, the shine is wearing off Wetonkawa's golden boy. His only son won't speak to him, his wife wants a divorce so she can marry his brother, and his state rushing record, the one thing he always had, is about to be broken. But thanks to an overzealous preacher, an attempted assassination by the town dog catcher, and a little divine intervention, the Wetonkawa Flash is about to become a legend once again.",10.0,1,0.0239,en,False
743568,Nektar ‎– Pure - Live In Germany,2005-11-01,"Concert Recorded in 2005 in the Harmonie Club  Bonn Germany  Pure is a really great live DVD and a very nice document of the band. With this DVD out on the market, the band will surely be remembered in the future! 1. A Tab In The Ocean (15:53) 2. Dream Nebula / Desolation Valley / Waves (14:03) 3. Remember The Future Part 1 (16:16) 4. Remember The Future Part 2 (19:56) 5. Cast Your Fate (4:57) 6. The Debate (7:52) 7. Cryin' In The Dark / King Of Twilight (12:16) 8. That's Life (6:00) 9. Show Me The Way (6:25) 10. A Day In The Life Of A Preacher / Squeeze / Mr. H (13:11) 11. Recycled (18:33) 12. Good Day (6:09) 13. Fidgety Queen (8:28)",7.0,1,0.0143,en,False
968162,Paroles Paroles,2002-12-31,,5.0,1,0.2161,xx,False
460,Go for Zucker,2004-12-31,Germany director Dani Levy filmed this comedy about Jewish life in today’s Germany along side the familiar east-west conflict. With it great success this film is a joyful comedy of humor and knowledge.,6.1,53,0.8321,de,False
798562,Drifting,2020-07-11,Cian and Pat have been joined at the hip since they were kids and have the run of their small town in the midlands. Cian is content to coast through a life of booze and casual hook-ups while Pat has grown weary of his surroundings.,5.0,2,0.1911,en,False
474944,Rainbow: A Private Affair,2017-11-01,"Summer 1943, Piedmont, Italy. Milton loves Fulvia who plays with his love: she only likes the depth of his thought and the letters he writes to her. One year later, Milton has joined the Resistance and fights beside other partisans. He learns during a conversation that Fulvia was secretly in love with his best friend Giorgio, a partisan like him. Milton decides to go find Giorgio in the Langhe region of Italy with all its misty hills...But Giorgio has just been arrested by the Fascists.",6.1,147,0.4292,it,False
180687,Peck's Bad Boy,1934-10-18,"Young boy Bill Peck adores his father and tries to be good, but the arrival of Bill's cousin Horace upsets Bill's plans. Horace's brattish ways result in Bill rather than Horace getting in trouble.",5.7,3,0.3495,en,False
202287,The Handsome Devil,1974-06-04,"Deep South Italian seventies. The performing and penniless sales representative ""Tano"" Avallone, fell in love with the beautiful Mariangela, sixteen-year-old daughter of the widowed lawyer ""Totonno"" Fortis Pantaleo. In order to approach the girl, he enters the graces of the professional, posing as his childhood friend and saying he is willing to eliminate the elderly Donna Mercedes, mother of these, so that he can inherit the substances. Guest of the family, Tano finds himself involved in a whirlwind of feminine attentions, including the free-range governess Immaculate, unnecessarily coveted by the lawyer, and the servant Sisina, desired by the parish priest.",4.0,2,0.2169,it,False
130426,Mail Dog,1947-11-14,"When a pilot has to turn back due to a severe storm, he drops the mail at a remote outpost where it can be delivered by dogsled. The falling mail pouch lands on Pluto, and he sets out to deliver it. He is continually delayed by a rabbit along the way, but in the end, the rabbit helps Pluto deliver the mail pouch.",6.2,23,0.386,en,False
11763,Bunty Aur Babli,2005-05-27,"Bunty and Babli are two young people who randomly meet each other after running away from their homes to chase their dream.  After facing hurdles in their path they decide to take up conning and soon become the best con artists in the country. However, their success is threatened as a relentless cop is on their trail.",6.2,78,1.8314,hi,False
864690,Sleeping Beauty,2021-08-20,,8.0,1,0.4726,zh,False
165375,Kickin' the Crown Around,1933-08-03,Smugglers are on the loose and a thriving black market in salami is plaguing the nation. Clark and McCullough are hired to catch the smugglers. They are soon up to their ears in salami.,6.5,1,0.2278,en,False
456089,Britain's Nuclear Bomb - The Inside Story,2017-05-03,"In 1957, Britain exploded its first megaton hydrogen bomb - codenamed Operation Grapple X. It was the culmination of an extraordinary scientific project, which against almost insuperable odds turned Britain into a nuclear superpower. Featuring access to the top-secret nuclear research facility at Aldermaston, the programme features interviews with veterans and scientists who took part in the atomic bomb programme, some speaking for the first time, and newly released footage of the British atomic bomb tests.",7.0,1,0.1171,en,False
272542,Lighthouse Island,1989-01-01,"When a man visits a remote coastal town to buy a pair of silver shoes for his fiancée, he becomes involved in a dangerous bargain with the shopkeeper. He must retrieve a stolen pearl which has the power to transform the shape of whoever possesses it.",6.0,3,0.2313,en,False
385912,The Cap,1985-03-05,"A baseball crazed 12 year old gets, and loses, a prized cap. A father struggles for dignity in his son's eyes. Based on Morley Callaghan's short story ""A Cap for Steve.""",6.0,1,0.216,en,False
382868,Free Kick,2016-05-11,"Two different women, from opposite sides of the country, look for distractions from the mundane and the malaise of modern life.",7.5,2,0.0416,en,False
189467,Felix the Cat Busts a Bubble,1926-10-30,Felix's girlfriend decides to stop taking care of him and go to Hollywood to be a movie star. Felix follows her there in order to sabotage her screen tests and make her go back home with him.,8.0,1,0.1059,en,False
214439,Mirame la palomita,1985-03-07,"Cayetano (Jorge Porcel), a mediocre talent agent, traveling to Mar del Plata with his wife, Carola (Susana Traverso), to fix the contract Jose (Mario Sapag), representing an unknown wannabe comic number in different places. On the road they see a sign advertising that announces the latest film from actor famous erotic films, Federico Lupa (Alberto Olmedo). The praise of it cause a bitter argument between the two. Once in the city and with the excuse of having a lot of work, meets Cayetano José and together they go to the casino and how much fun with beautiful young woman crosses their path. The accident causes the car to Carola descomponérsele amid torrential rain, it Federico Lupa precisely who stop to help and take her home ...",6.9,55,0.1481,es,False
100670,Los Hermanos na Fundição Progresso,2008-08-29,"With 31 tracks, Los Hermanos na Fundição Progresso brings together the greatest hits of the band. The DVD was directed by Nilson Primitivo and contains the entire show on June 9, 2007 (26 songs) and, as extras, five songs recorded on June 8, 2007.",9.5,2,0.139,pt,False
691987,Sex On //,2015-07-09,HBO documentary about sex in the world of modern technology. How much do forbidden pleasures cost on the Internet? And how to make good money on other people's desires?,3.0,1,0.0404,en,False
422189,La fièvre du castor,1980-10-01,"This lively satire uses animation and a pseudo-documentary style to depict Canada's search for a national identity. The National Scream explains, amongst other elements of Canadiana, how and why the beaver became the country's symbol.",7.0,1,0.112,en,False
404518,Mali Blues,2016-09-29,"Mali's Music defines the country's cultural identity. Radical Islamists are threatening the musicians. Together with the stars of Malian Global Pop - Fatoumata Diawara, Bassekou Kouyaté Master Soumy and Ahmed Ag Kaedi - we embark on a musical journey to Mali's agitated heart. Can their music reconcile the country?",5.0,4,0.1292,de,False
545651,Erotic Passion 86,2012-01-13,,3.0,1,0.0,de,True
42992,The Brainiac,1962-11-09,"In 1661 Mexico, the Baron Vitelius of Astara is sentenced to be burned alive by the Holy Inquisition of Mexico for witchcraft, necromancy, and other crimes. As he dies, the Baron swears vengeance against the descendants of the Inquisitors. 300 years later, a comet that was passing overhead on the night of the Baron's execution returns to earth, bringing with it the Baron in the form of a horrible, brain-eating monster that terrorizes the Inquisitor's descendants",5.435,46,0.3748,es,False
255650,Behind a Hill,2012-03-14,"This documentary is a journey into our own fascination, a collection of portraits of folk musicians living in New England, and a study of the ground on which their music is founded. We listen to them as they tell their stories and play their music. First and foremost, Behind a Hill is a tribute to these musicians and a rare peep into the house parties and basement jams of New England, in the northwestern corner of the USA, with the vain hope attached that maybe you, the viewer, will grow as fond of the music as we have. When we first encountered these musicians, we were overwhelmed by the quality of their musical output. We were entranced by the melodies, harmonies, rhythms, and tempos and every other element that constitutes a song (or, as is often the case, a piece of abstract drone music, heavy feedback, or someone banging a steel pipe against a bag of dirt while chanting in a yet undiscovered language, or...).",4.5,2,0.0357,en,False
803255,Kan'nô ero jitsuwa: Hamerareta hitozuma,2014-10-10,"Misato (Nana Aida) was a young lady who grew up in a wealthy family, but she married Kazuya Natsume (Takahiro Nomura) when she became pregnant. .. However, she has a miscarriage. As a result, Misato's heart was deeply hurt, and her husband and wife were also jerky.  Father Kinoshita (Yutaka Ikejima), who was worried about his daughter's family, visits the Natsume family (Misato Studio). Kinoshita, who holds the chairmanship of a large company, built this elegant house for his daughter and his wife. Kinoshita is worried that Kazuya might think about divorce because he couldn't have a child, and he invites Kazuya to come to his company, but Kazuya finds the job of editing a magazine worthwhile. I refused because I was doing it.",2.0,1,0.323,ja,False
119518,Clint the Stranger,1967-04-14,"Clint Harrison is a gunfighter who has been on the run from a vengeful family for years. He returns to his home town to discover that his wife has taken his son and fled north to escape his unsavory reputations.  Following her in an attempt to make amends, he rides into the middle of a land-grab war between a group of desperate farmers and an unscrupulous rancher named Shannon and his brutal foreman. Promising his wife that he won't use this gun, Clint must stand by as Shannon's men eliminate the farmer's in a series of well-staged set pieces calculated to make the audience anticipate the inevitable moment when Clint is forced to turn his guns and settle accounts.",4.7,3,0.2874,es,False
129704,Execution,1968-08-14,"Clips, a bounty killer, is after one John Coler, who has fooled him, keeping all of a loot he should have shared with him. He finally catches his prey only to discover that the man is a Coler all right but not the expected one.",4.1,5,0.4775,it,False
246163,Śpiewy po rosie,1982-01-01,Film directed by Wladyslaw Slesicki.,6.0,1,0.1354,pl,False
82903,Tere Ghar Ke Samne,1963-04-05,"Rakesh, a successful architect, falls in love with a girl: Sujata whose father happens to be his own father's business rival. Sujata's father unwittingly assigns Rakesh the contract for building his house. This sets the stage for an entertaining story about the love between two individuals and their efforts to reconcile their families.",5.2,9,1.0307,hi,False
223446,Enemy Action,1999-01-01,"The military's newest weapon has just been stolen. Captain John Reed and the weapon's designer are assigned to retrieve it. Battling well-armed terrorists and double-crossing CIA agents, they must succeed before a missile aimed at Washington, D.C. finds its target.",2.0,1,0.304,en,False
793266,Skullcrush,,A woman is killed in part of a ritual and dragged away.,10.0,1,0.0387,en,False
410272,Yamada-kun to 7-nin no Majo (OVA),2014-12-17,"Shiraishi Urara is the top student in her school. One day, due to an accidental kiss, Urara finds herself in the body of the school delinquent, Yamada Ryuu! In trying to switch back to their own bodies, Urara and Ryuu discover that kissing causes them to switch bodies, which leads to their discovery that there are 7 witches in their school. They soon try to uncover the identities of the 7 witches...",6.1,11,0.4847,ja,False
842229,Little Tornadoes,2022-05-12,A poignant drama set in 1970s Australia about a newly-single father’s efforts to weather the turbulence of change – in his life and in the world around him – while a new immigrant endeavours to find her place in a foreign land.,7.2,4,0.2226,en,False
280851,Pappali,2014-07-11,"Pappali is a 2014 Tamil language film directed by Govindamurthy. It stars Senthil Kumar and Ishara Nair in the lead roles, while Saranya Ponvannan, Singampuli and Jagan play supporting roles.",3.5,1,0.1943,en,False
46568,The Crazy Westerners,1967-08-11,"Little Rita has a dream: she dreams of a better world and she believes that all the evil in the world originates from gold. So she has decided to blow up all the gold she can put her hands on. In her mission she is assisted by the Indian Chief Bisonte Seduto and by her friend Francis. Little Rita kills Ringo and Django, but she is taken prisoner by the Mexican bandit Sancho who wants to steal her gold. Black Star rescues her and seems determined to help her, but does he?",5.6,25,0.5869,it,False
607430,Nine Days,2021-07-15,A bureaucrat interviews five souls to decide which of them will be given a life on Earth. But he soon faces an existential challenge of his own.,6.8,254,1.3599,en,False
637744,The Mark,1977-01-01,The story of stolen gold that is hidden and all the back stabbing and double crosses various groups go through in trying to find it..,7.0,3,1.777,en,True
325766,The Arm,2012-01-20,"In an attempt to keep up with social pressure in a technologically advanced world, Chance starts a texting relationship with Genevieve - a girl he meets at a yogurt shop. But when Genevieve dies while texting and driving it forces Chance to realize he was never in a relationship at all.",6.6,9,0.3998,en,False
270744,Holding His Own,1917-05-20,"One of the ""Jerry"" series from Folly Comedies. ""Jerry, whose uncle left him a fortune, but forgot where he left it.""",5.0,2,0.0214,en,False
300194,lynda.com: Java Essential Training,2014-10-31,"Join author David Gassner as he explores Java SE (Standard Edition), the language used to build mobile apps for Android devices, enterprise server applications, and more. This course demonstrates how to install both Java and the Eclipse IDE and dives into the particulars of programming. The course also explains the fundamentals of Java, from creating simple variables, assigning values, and declaring methods to working with strings, arrays, and subclasses; reading and writing to text files; and implementing object oriented programming concepts.",9.0,1,0.056,en,False
239453,Thoughts and Visions of a Severed Head,1991-01-01,"The theme of death is heavily interwoven in Smolder’s surreal salute to Belgian painter Antoine Wiertz, a Hieronymus Bosch-type artist whose work centered on humans in various stages in torment, as depicted in expansive canvases with gore galore. Smolders has basically taken a standard documentary and chopped it up, using quotes from the long-dead artist, and periodic statements by a historian (Smolders) filling in a few bits of Wiertz’ life.",5.0,3,0.2692,fr,False
626640,Lesbian Hitchhiker 6,2013-04-02,"Four adventurous teen girls hit the road on a wild ride of fun, self-discovery and sexual liberation in Sweetheart's sixth installment of Lesbian Hitchhiker. When the van breaks down, the girls go their separate ways to look for help, encountering an array of gorgeous older lesbians who will help the girls in more ways than one. Will they reunite and explore their feminine desires with each other or get lost in a haze of womanly lust?",8.0,1,0.0,en,True
828488,L'ordre à tout prix,2021-03-09,"When France rumbles, the strategy and control of public order become a crucial political issue. Between protecting institutions and guaranteeing the right to demonstrate: the right balance is subtle. At the beginning of the Yellow Vests movement, at the end of 2018, the principles of ""French-style"" policing were shattered. The ransacking of the Arc Triomphe, the hundreds of injuries among the demonstrators and the forces of order mark the minds. How did it come to this? In order to understand, the film questions the so-called ""legitimate"" force and confronts them with the images of these confrontations.",0.0,1,0.1186,fr,False
776328,Marilyn's Eyes,2021-10-14,"Clara and Diego, under the guidance of the psychiatrist of a day rehabilitation center for disturbed people who attend, decide to transform the treatment center into a restaurant, involving all their other companions.",6.8,280,0.6419,it,False
43717,Monstroid,1980-07-11,"A rural Colombian village is attacked by a horrible sea serpent, aroused by industrial pollution of a nearby lake. Based on a real event that took place in June of 1971.",3.5,15,0.4825,en,False
23735,Tandoori Love,2008-10-10,"Sonja is a waitress at a guesthouse in the Bernese Oberland and happily engaged to her boss Markus. Everything changes when an Indian chef called Rajah enters her life. Rajah is the chef on a Bollywood film set, but when he spies Sonja in the supermarket it is love at first sight. He starts working at the guesthouse where his artful cooking sets Markus on a culinary mission and soon attracts the j",6.4,5,0.2071,de,False
284316,Girl Toy,1984-01-29,"A seductive motorcycle girl helps a geeky guy overcome his fear of women, until he is kidnapped by a cult of sex-obsessed women!",3.5,1,0.0864,en,False
500867,Image Noise (Osmin's Windows),1984-10-29,"""...the main thing, both during filming and during editing, was not to pay attention, simply to wait to be surprised by a detail and let myself be carried away to another visualization in a dance-like movement.""",9.0,1,0.0281,fr,False
392591,Breathing Together: Revolution of the Electric Family,1971-04-11,"The title of this Canadian documentary may have some relation to Canadian Marshall McLuhan's theories. It combines interview with famous U.S. militants of the '60s, such as Jerry Rubin and Abbie Hoffman, with reenactments of their Chicago trials (i.e., the ""Chicago Eight,"" etc.). Other figures of cultural interest from the time, including Alan Ginsberg and Buckminster Fuller, are interviewed or featured. The filmmaker indicates his belief that powerful forces in the U.S. government worked together to suppress American radicals. This view, widely disbelieved at the time, has since been confirmed.",5.3,3,0.5703,en,False
886454,Miraggi di pianura,2021-10-17,"The Via Emilia changes and becomes an open-air museum: hidden installations - although architecturally majestic - invite us to shift our perspective, to rethink the journeys that we thought we knew by heart.",8.0,1,0.0214,it,False
321288,Dance House,1931-01-09,"Three men vie for a pretty young lady in a small Spanish port town: The boss of a dance hall who encourages her aspirations at performing, a married fisherman, and that man's unmarried younger brother.",4.3,3,0.1714,fr,False
595511,Riviera,2019-02-02,"At the Riviera, a private apartment building, it’s nap time. The heat is dreadful, but Mr Osganzi and Ms Carmen, true to their habits, are sunbathing near the swimming pool. In his shadowy living room, Monsieur Henriet tries to entertain himself by looking at his neighbours…",4.5,2,0.0214,fr,False
850482,Barajas,2021-07-25,"Explores the tragic death of Angel Rama, Marta Traba, Manuel Scorza and Jorge Ibargüengoitia on an airplane crash near Madrid in 1983. Through the biographies of these four authors –each one from a different part of Latin America- the film explores this continent´s history in the second half of the 20th century, full of social unrest, revolutions and dictatorships that influenced a whole generation.",2.0,1,0.1367,es,False
266453,Miraculous Tales,2014-04-25,"Is there such a thing as miracles? Mickey McGuigan, a lively 73 year old farmer turned writer, has been documenting those around him along the Northern Irish border. The stories may defy logic, but people swear by them. This is a disappearing world of folklore and magic. There's a man who cures ringworm on cows by spitting on them and a woman who can cure sick babies with a piece of string. We'll also meet a healer who claims he can cure cancer. He now has a six month waiting list of hundreds op people hoping for a miracle. This is a cinematic journey through the hidden world of rural Northern Ireland, where anything is possible.",10.0,2,0.0453,en,False
367217,Mazlum Kuzey,2015-01-16,,3.5,2,0.1472,tr,False
18377,200 Pounds Beauty,2006-12-14,"Based on a Japanese manga, Kanna-San, Daiseikou Desu, this story revolves around Kang Han-na, an overweight phone sex employee and secret vocalist for Ammy, a famous Korean pop singer who actually lip syncs as she cannot sing. After getting humilitated publicly by an ungrateful Ammy, Han-na undergoes an extreme makeover to become a pop sensation herself.",6.8,327,3.6766,ko,False
174212,Crossed Wires,1915-06-28,An innocent man is accused of murdering his aunt.,5.0,1,0.0857,en,False
65901,The Demise of Father Mouret,1970-10-14,"Serge Mouret is a frail and devout young priest in a tough country parish. When he falls down and loses his memory, he is nursed back to health by Albine, the beautiful carefree niece of the outspoken atheist Jeanbernat. After Serge and Albine fall in love, Serge recovers his memory and realizes the grave sin he has committed.",4.3,9,0.4183,fr,False
652276,Nasty Nymphos 29,2000-06-26,"6 all new sex scenes, 6 sexy sluts (4 of them taking it up the ass), 3 of them doing double penetration, interracial action, 9 cum shots, (Volume 29 special - Mirage and Nikita each do their first ever double anal!) Another romantic movie courtesy of Anabolic Video! Enjoy!",7.0,1,0.0,en,True
750305,"Finally, You",2020-09-25,"FINALLY, YOU is a dark, violent, romance tale about two people finding love where they least expected.",6.0,1,0.0465,en,False
111147,The Incredible Mrs. Ritchie,2004-03-30,A troubled teen is given the chance to redeem his criminal debt to society.,7.2,4,0.3847,en,False
450932,Armed Response,2017-08-04,The story follows a team of highly trained operatives who find themselves trapped inside an isolated military compound.,5.1,172,1.2983,en,False
85527,13 East Street,1952-03-01,"When police inspector Gerald Blake wants to infiltrate a London stolen-goods gang, he does a thorough job of it. First, he robs a jewelry store, gets caught and is sentenced to prison. Then he teams up with gang-member Joey to make their escape. Once in the gang, Blake identifies the boss, Larry, and most of the other thieves, but not the ""inside man."" As a big fur job looms closer, the detective's task is complicated by the playful but seductive advances of Judy, a dazzling blonde who happens also to be the jealous Larry's girl friend.",5.2,4,0.2209,en,False
257425,National Theatre Live: War Horse,2014-02-27,"Based on Michael Morpurgo's novel and adapted for the stage by Nick Stafford, War Horse takes audiences on an extraordinary journey from the fields of rural Devon to the trenches of First World War France.",8.8,5,0.5587,en,False
89513,Assassin of Youth,1938-02-23,A high-school girl gets involved with a ring of teenage marijuana smokers and starts down the road to ruin. A reporter poses as a soda jerk to infiltrate the gang of teen dope fiends.,2.8,15,0.8342,en,False
180702,The Arrest of a Bookmaker,1895-05-01,A man strolling in a city street is attacked by three assailants. A policeman comes to the rescue and the men struggle with each other.,4.1,10,0.1119,en,False
266575,Part-Time Divorce,1986-01-01,"While heading to Spain to spend their honeymoon there, Siniša and Svetlana find themselves at Montenegrin coast due to mistake made by travel agency. They get back disappointed to Belgrade, where new problems expect them: Svetlana applied for an apartment, but divorced mothers with children are those who have advantage. Svetlana and Siniša decide to divorce for a part-time period so they could trick the housing board and get an apartment.",5.0,4,0.1795,sh,False
336037,"The Jam - Live At Bingley Hall, Birmingham, England 1982",1982-04-16,"It's Sunday 21st March 1982, and at the Bingley Hall in Birmingham five cameramen and their cameras are anchored to the buildings pillars to avoid the crush of more than 5,000 fans, waiting in mounting excitment to capture the power of the Jam, live in concert. See Paul's Dad introduce the band in probably one of the most atmospheric concerts that The Jam ever performed !",6.9,4,0.1028,en,False
901369,"Ghjustizia - La Brise de mer, histoire d'un clan qui a mis la Corse en coupe réglée",,,6.0,1,0.0071,fr,False
222962,"Here’s Looking at You, Boy",2007-02-16,Documentary on the history of gay and lesbian film.,5.8,4,0.2954,de,False
900480,Young Perps 17: Interracial Edition,2020-12-01,"American retailers lose $45 billion annually to theft. And for every dumb kid who thinks he's above the law, there's a loss prevention officer eager to get him. Watch as these criminals sweat it out before they're given a hard choice: ruin theirlives and go with the cops, or get fucked hard by the officer who caught them and go free. Each scene is shot on hidden cameras, capturing every stressful moment, including interrogation, put downs, even invasive cavity searches! Coerced, humiliated, and thoroughly used, these delinquents have no choice but to bend over and take it.",10.0,1,0.0,en,True
515699,Why We’re Here: 15 Years of Rooster Teeth,2018-04-20,"The founders and media personalities of Rooster Teeth reflect on their history, growth and fandom throughout the years.",8.6,4,0.2175,en,False
87552,Carnival of Blood,1970-06-16,"A psychopathic killer uses the carousel ride at a carnival to pick his victims, whom he then murders and dismembers.",3.9,15,0.3114,en,False
92694,Hell's Trap,1989-10-01,"Seven young people go to a desolated forest looking for a bear, what they don't know is that a crazy Vietnam vet lives there and he is waiting for fresh blood.",5.2,28,0.4954,es,False
667376,Segundo Tempo,2017-12-02,four-year history of the transformation of the centenary Palmeiras club.,5.0,1,0.0876,en,False
556773,The Land of the People. Kuril Islands,2018-12-06,"The Kuril Islands still remain a mystery to the rest of the world. The popular science film ""Land of the People"" rediscovers the unique territory of the Kuril Islands, with their unique human and natural wealth. Repeating the route of the first colonists, the viewer will get acquainted not only with the extraordinary beauty of this distant land, but also with the modern inhabitants of the islands, people of outstanding professions, somewhere adventurers, somewhere simply strong and strong in spirit, who live in places far from modern civilization, where there is neither the Internet, nor cellular communication, nor other items of everyday life most familiar to the continent.",8.0,1,0.0884,ru,False
658590,Kultamitalivaimo,1947-06-26,Two conservative men are surprised when they find out that their wives are actually athletes.,5.0,1,0.3694,fi,False
